212	349
212	356
212	359
212	383
212	385
212	389
212	397
212	398
212	399
212	400
212	406
212	442
212	448
212	452
212	453
212	455
212	460
212	461
212	468
212	473
212	475
212	479
212	482
212	487
212	488
212	489
212	491
213	218
214	368
215	308
215	322
216	282
217	299
218	240
219	242
222	375
223	282
223	384
224	354
225	265
225	282
225	359
228	359
230	310
230	359
230	366
231	359
232	256
233	270
233	277
233	341
233	351
233	393
234	241
234	344
235	241
237	359
238	256
239	279
239	323
239	330
239	386
239	404
239	467
239	483
244	369
245	359
245	380
246	359
248	375
250	377
251	359
252	349
252	390
252	464
253	281
253	321
253	395
256	359
258	319
259	270
259	334
260	319
260	430
261	270
261	364
262	431
263	335
263	417
264	270
264	419
264	420
265	270
266	405
269	412
269	416
270	275
270	348
270	412
270	422
270	428
271	408
273	335
274	412
275	288
275	409
275	411
275	412
277	408
277	421
279	321
279	418
282	303
282	359
282	365
283	458
284	486
286	382
286	449
288	359
288	376
290	295
290	321
290	402
290	478
293	359
293	375
293	376
295	327
296	363
298	454
301	308
306	359
307	321
307	395
308	440
309	316
309	322
310	466
311	313
311	471
315	359
317	359
318	359
319	345
319	359
319	412
321	359
321	365
321	380
322	394
323	359
323	372
324	359
325	386
325	451
325	459
329	359
329	393
331	359
332	359
332	448
336	346
336	429
337	338
339	351
340	423
343	425
344	359
345	424
348	353
354	359
355	359
356	392
357	392
358	392
359	374
359	377
359	387
359	392
359	400
359	433
359	443
359	453
359	456
359	458
359	460
359	462
359	463
359	470
359	472
359	473
359	474
359	476
359	478
359	483
359	484
359	491
367	441
368	447
371	443
376	379
378	381
378	382
378	432
380	382
383	392
385	392
390	436
391	397
391	444
392	461
392	482
406	410
408	428
414	445
415	445
441	471
450	454
455	490
